epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,3538.91,0.98723,0.81825,1.48114,0.99757,1,0.995,0.66666,1.14902,0.54428,2.05632,0.0016634,0.0016634,0.0016634
19,3730.33,0.95409,0.78565,1.4903,0.95691,0.95,0.97916,0.74445,0.90887,0.58278,1.68204,0.0016436,0.0016436,0.0016436
20,3935.87,0.94118,0.80946,1.46728,0.97078,1,0.99451,0.66197,1.12797,0.62747,1.92114,0.0016238,0.0016238,0.0016238
21,4125.99,0.94607,0.79604,1.43497,0.97276,0.89293,0.97198,0.73166,0.88309,0.67012,1.62422,0.001604,0.001604,0.001604
22,4316.43,0.91943,0.77449,1.46996,1,0.9747,0.99405,0.75787,0.92626,0.63645,1.61798,0.0015842,0.0015842,0.0015842
23,4506.94,0.8909,0.70455,1.4405,0.99824,0.975,0.99239,0.74279,0.94328,0.50101,1.64803,0.0015644,0.0015644,0.0015644
24,4696.8,0.90076,0.74065,1.4408,1,0.97146,0.99405,0.76818,0.77244,0.44145,1.45459,0.0015446,0.0015446,0.0015446
25,4887.33,0.8691,0.6872,1.41782,0.97324,1,0.99451,0.81114,0.78066,0.49466,1.42831,0.0015248,0.0015248,0.0015248
26,5077.58,0.88538,0.70534,1.40875,0.99839,1,0.995,0.79447,0.82078,0.38301,1.51496,0.001505,0.001505,0.001505
27,5268.27,0.87504,0.69551,1.41577,0.99487,0.975,0.991,0.79987,0.71064,0.43021,1.38484,0.0014852,0.0014852,0.0014852
28,5458.31,0.90474,0.70613,1.41507,0.97118,0.975,0.99164,0.78699,0.7855,0.50995,1.37277,0.0014654,0.0014654,0.0014654
29,5648.61,0.86332,0.68511,1.40595,0.99627,1,0.995,0.82668,0.75788,0.40665,1.44197,0.0014456,0.0014456,0.0014456
30,5838.8,0.84852,0.68662,1.39647,0.99129,1,0.995,0.79902,0.74776,0.45957,1.46569,0.0014258,0.0014258,0.0014258
31,6029.26,0.8581,0.71926,1.38889,0.99762,1,0.995,0.73243,0.97717,0.4774,1.71682,0.001406,0.001406,0.001406
32,6219.83,0.85455,0.68813,1.39624,0.99743,1,0.995,0.82171,0.75995,0.4052,1.41587,0.0013862,0.0013862,0.0013862
33,6410.15,0.81677,0.64819,1.36743,0.99674,1,0.995,0.7561,0.88204,0.43822,1.63416,0.0013664,0.0013664,0.0013664
34,6600.17,0.82956,0.65007,1.40239,0.99623,1,0.995,0.81979,0.69204,0.40654,1.30655,0.0013466,0.0013466,0.0013466
35,6790.09,0.84763,0.64084,1.36399,0.89819,0.95,0.93987,0.70547,0.90253,0.5953,1.60141,0.0013268,0.0013268,0.0013268
36,6980.33,0.82622,0.63807,1.37075,0.9744,1,0.995,0.80225,0.78296,0.46185,1.4247,0.001307,0.001307,0.001307
37,7170.64,0.81953,0.64194,1.37417,0.94962,0.95,0.98974,0.76824,0.90468,0.54603,1.61,0.0012872,0.0012872,0.0012872
38,7360.94,0.827,0.61515,1.38439,1,0.99804,0.995,0.7789,0.84257,0.40783,1.55967,0.0012674,0.0012674,0.0012674
39,7550.47,0.81295,0.63992,1.36043,0.99679,1,0.995,0.77744,0.81061,0.42028,1.51021,0.0012476,0.0012476,0.0012476
40,7740.5,0.77122,0.60636,1.32134,0.99628,1,0.995,0.82125,0.70802,0.38174,1.36562,0.0012278,0.0012278,0.0012278
41,7931.44,0.80932,0.63062,1.34838,0.99726,1,0.995,0.81943,0.63309,0.33376,1.25066,0.001208,0.001208,0.001208
42,8121.72,0.84178,0.62184,1.3831,0.99843,1,0.995,0.77039,0.83981,0.3939,1.50082,0.0011882,0.0011882,0.0011882
43,8312.35,0.78968,0.57863,1.34189,0.99856,1,0.995,0.81997,0.80311,0.36022,1.49292,0.0011684,0.0011684,0.0011684
44,8501.96,0.7826,0.60181,1.33586,1,0.99946,0.995,0.84661,0.56653,0.35211,1.1289,0.0011486,0.0011486,0.0011486
45,8691.58,0.79928,0.60085,1.34541,0.97525,1,0.99451,0.76067,0.90821,0.38705,1.71872,0.0011288,0.0011288,0.0011288
46,8880.63,0.77479,0.58054,1.33671,0.97373,1,0.99451,0.84666,0.72788,0.3515,1.35815,0.001109,0.001109,0.001109
47,9070.46,0.74189,0.56132,1.29482,0.99661,1,0.995,0.84969,0.63275,0.31924,1.24528,0.0010892,0.0010892,0.0010892
48,9260.16,0.73778,0.55851,1.29688,0.97417,1,0.99329,0.84801,0.64544,0.3139,1.21744,0.0010694,0.0010694,0.0010694
49,9450.3,0.75436,0.60101,1.31411,0.97757,1,0.995,0.83383,0.72724,0.33532,1.43108,0.0010496,0.0010496,0.0010496
50,9639.85,0.74382,0.57788,1.30526,0.99824,1,0.995,0.86685,0.6374,0.30659,1.27592,0.0010298,0.0010298,0.0010298
51,9829.7,0.76438,0.59946,1.31222,0.99748,1,0.995,0.86881,0.66629,0.31663,1.26099,0.00101,0.00101,0.00101
52,10019.8,0.75047,0.56466,1.32358,0.99581,1,0.995,0.85788,0.6408,0.32356,1.27092,0.0009902,0.0009902,0.0009902
53,10208.8,0.72672,0.57046,1.29274,0.9979,1,0.995,0.87106,0.58035,0.33128,1.1743,0.0009704,0.0009704,0.0009704
54,10397.4,0.69243,0.51526,1.26549,0.99348,1,0.995,0.84515,0.65042,0.35944,1.26597,0.0009506,0.0009506,0.0009506
55,10587.3,0.71756,0.52672,1.29528,1,0.99718,0.995,0.79623,0.83807,0.37551,1.58772,0.0009308,0.0009308,0.0009308
56,10776.3,0.72162,0.53759,1.2867,0.99614,0.975,0.99451,0.89115,0.5267,0.32935,1.10095,0.000911,0.000911,0.000911
57,10965.3,0.70216,0.51608,1.25056,0.99998,1,0.995,0.851,0.63034,0.3033,1.25487,0.0008912,0.0008912,0.0008912
58,11154,0.69903,0.49317,1.25629,0.99844,1,0.995,0.85914,0.68588,0.28551,1.32777,0.0008714,0.0008714,0.0008714
59,11343.5,0.71365,0.52947,1.29475,0.99776,1,0.995,0.87802,0.62786,0.28998,1.24904,0.0008516,0.0008516,0.0008516
60,11532.8,0.67895,0.51799,1.26498,0.99854,1,0.995,0.84069,0.68333,0.3175,1.31318,0.0008318,0.0008318,0.0008318
61,11721.8,0.70804,0.53587,1.28851,0.99857,1,0.995,0.85143,0.65558,0.29059,1.31416,0.000812,0.000812,0.000812
62,11911.2,0.66824,0.50703,1.2588,0.99821,1,0.995,0.84477,0.66541,0.28216,1.29257,0.0007922,0.0007922,0.0007922
63,12100.4,0.68037,0.49597,1.25938,0.99863,1,0.995,0.87341,0.60113,0.23672,1.2207,0.0007724,0.0007724,0.0007724
64,12289.8,0.62757,0.47865,1.2269,0.99858,1,0.995,0.87076,0.6314,0.26053,1.25853,0.0007526,0.0007526,0.0007526
65,12479,0.65528,0.4795,1.23741,0.99871,1,0.995,0.87101,0.60535,0.2841,1.19954,0.0007328,0.0007328,0.0007328
66,12668.2,0.67561,0.52725,1.27303,0.99839,1,0.995,0.88636,0.57842,0.29204,1.15827,0.000713,0.000713,0.000713
67,12857.7,0.64743,0.4667,1.22315,0.99858,1,0.995,0.90361,0.49814,0.246,1.06658,0.0006932,0.0006932,0.0006932
68,13046.6,0.67924,0.48463,1.2529,0.99862,1,0.995,0.8586,0.64195,0.28458,1.28522,0.0006734,0.0006734,0.0006734
69,13236.3,0.69265,0.49055,1.26732,0.99814,1,0.995,0.88428,0.6091,0.29491,1.18891,0.0006536,0.0006536,0.0006536
70,13425.5,0.66228,0.4808,1.24485,0.99706,1,0.995,0.88639,0.57321,0.27611,1.17,0.0006338,0.0006338,0.0006338
71,13614.8,0.65012,0.47744,1.21736,0.99885,1,0.995,0.86151,0.59228,0.29299,1.22467,0.000614,0.000614,0.000614
72,13804.4,0.6705,0.47852,1.23095,0.99874,1,0.995,0.89264,0.5697,0.29164,1.15761,0.0005942,0.0005942,0.0005942
73,13993.3,0.6597,0.4738,1.23276,0.9988,1,0.995,0.88816,0.54225,0.25414,1.11587,0.0005744,0.0005744,0.0005744
74,14181.6,0.60535,0.42898,1.19387,0.99866,1,0.995,0.86375,0.61378,0.2955,1.20141,0.0005546,0.0005546,0.0005546
75,14370.5,0.60019,0.45182,1.19003,0.99857,1,0.995,0.88939,0.58694,0.2563,1.1868,0.0005348,0.0005348,0.0005348
76,14559.2,0.62949,0.4755,1.22793,0.9986,1,0.995,0.88702,0.57181,0.27039,1.15122,0.000515,0.000515,0.000515
77,14748.1,0.61257,0.42781,1.21617,0.99841,1,0.995,0.87248,0.60323,0.30274,1.16791,0.0004952,0.0004952,0.0004952
78,14937,0.61862,0.42501,1.21174,0.99861,1,0.995,0.88297,0.60094,0.24377,1.20615,0.0004754,0.0004754,0.0004754
79,15126.1,0.60556,0.44114,1.19152,0.99809,1,0.995,0.88932,0.56737,0.23521,1.16372,0.0004556,0.0004556,0.0004556
80,15313.9,0.63279,0.44448,1.22612,0.99855,1,0.995,0.88048,0.60099,0.25059,1.21098,0.0004358,0.0004358,0.0004358
81,15502.7,0.59663,0.42432,1.20893,0.99865,1,0.995,0.89165,0.62383,0.27608,1.23254,0.000416,0.000416,0.000416
82,15691.7,0.59477,0.41097,1.20028,0.99865,1,0.995,0.87436,0.63257,0.29272,1.24651,0.0003962,0.0003962,0.0003962
83,15880.7,0.59261,0.42765,1.17784,0.99865,1,0.995,0.89092,0.56271,0.24898,1.16627,0.0003764,0.0003764,0.0003764
84,16069.2,0.57981,0.42941,1.18166,0.99866,1,0.995,0.90178,0.57802,0.24419,1.16893,0.0003566,0.0003566,0.0003566
85,16258.1,0.59958,0.42894,1.20289,0.99867,1,0.995,0.90494,0.57173,0.25235,1.15727,0.0003368,0.0003368,0.0003368
86,16447.4,0.57202,0.42944,1.19737,0.99865,1,0.995,0.88984,0.59015,0.25269,1.18433,0.000317,0.000317,0.000317
87,16637.2,0.58124,0.4106,1.18935,0.99867,1,0.995,0.90375,0.518,0.24559,1.07679,0.0002972,0.0002972,0.0002972
88,16826.1,0.57422,0.41591,1.17825,0.99862,1,0.995,0.90542,0.54903,0.24035,1.1386,0.0002774,0.0002774,0.0002774
89,17014.7,0.55741,0.41565,1.16213,0.99865,1,0.995,0.90262,0.52363,0.22711,1.09265,0.0002576,0.0002576,0.0002576
90,17203.4,0.57138,0.41237,1.18752,0.9986,1,0.995,0.90371,0.55491,0.23729,1.14208,0.0002378,0.0002378,0.0002378
91,17392.4,0.4185,0.28349,1.17844,0.99845,1,0.995,0.87436,0.64796,0.24546,1.26011,0.000218,0.000218,0.000218
92,17580.6,0.40057,0.25214,1.13511,0.99858,1,0.995,0.90181,0.52106,0.21895,1.09946,0.0001982,0.0001982,0.0001982
93,17768.8,0.36997,0.21389,1.10589,0.99866,1,0.995,0.89998,0.52741,0.23464,1.12096,0.0001784,0.0001784,0.0001784
94,17956.6,0.36838,0.20518,1.09629,0.99865,1,0.995,0.90106,0.54238,0.22814,1.14023,0.0001586,0.0001586,0.0001586
95,18144.9,0.35966,0.19092,1.09176,0.99866,1,0.995,0.89485,0.53923,0.2176,1.14645,0.0001388,0.0001388,0.0001388
96,18332.9,0.36004,0.19674,1.0814,0.99865,1,0.995,0.87924,0.55875,0.22366,1.1624,0.000119,0.000119,0.000119
97,18520.6,0.34425,0.19302,1.09117,0.99866,1,0.995,0.90237,0.53211,0.23494,1.11638,9.92e-05,9.92e-05,9.92e-05
98,18708.1,0.35446,0.19446,1.08323,0.99865,1,0.995,0.90019,0.54957,0.23744,1.13849,7.94e-05,7.94e-05,7.94e-05
99,18896.8,0.33899,0.18489,1.08204,0.99864,1,0.995,0.88894,0.54682,0.221,1.13046,5.96e-05,5.96e-05,5.96e-05
100,19084.9,0.33644,0.18706,1.06211,0.99865,1,0.995,0.89598,0.54388,0.21845,1.12632,3.98e-05,3.98e-05,3.98e-05
